KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K801377|Cyberex Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1980|08/27/1980|SESE|GU|FJG||GU||Traditional|N||CYBER 120 HEMODIALYZER
K801378|Gelman Sciences, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1980|07/14/1980|SESE|CH|JJN||CH||Traditional|N||HIPP BUFFER(NON-BARBITAL), P/N
K801379|Frederic J. Toye, M.D.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/11/1980|09/09/1980|SESE|AN|BTO||AN||Traditional|N||CUFFED TRACHEA TUBE FOR USE W/PERTRACH
K801380|Crown Delta Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/11/1980|07/08/1980|SESE|DE|ELW||DE||Traditional|N||CROWN DELTA SILICONE IMPRESSION MATERIAL
K801381|Fite Engineering Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1980|07/28/1980|SESE|OP|HPL||OP||Traditional|N||FITE FIXATION TOY FOR OCULAR EXAM
K801382|Innovative Surgical Products, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/12/1980|06/26/1980|SESE|SU|FSE||SU||Traditional|N||DISPOSABLE SURGICAL HEAD SUPPORT
K801383|Vanaray Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1980|06/17/1980|SESE|NE|GYB||NE||Traditional|N||ECA CREAM REFORMULATION
K801384|Medtronic Vascular||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/11/1980|07/08/1980|SESE|NE|GZB||NE||Traditional|N||MYELOSTAT DORSAL CORD STIMULATOR, ETC.
K801385|Organon Teknika Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/13/1980|07/21/1980|SESE|GU|FKT||GU||Traditional|N||K1 POTASSIUM ACETATE ADDITIVE
K801386|Pre-Dent System||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/13/1980|07/14/1980|SESE|HE|KSS||HE||Traditional|N||PRE-DENT SYSTEM OR PRE-DENT II
K801388|Johnson & Johnson Professionals, Inc.||325 Paramount Dr.||Raynham|MA|US|02767|02767|06/13/1980|07/28/1980|SESE|OR|KIH||OR||Traditional|N||OH-HARRIS
K801389|Bib, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/13/1980|07/28/1980|SESE|CV|DXN||CV||Traditional|N||BARO/TRAC II & VITA/TRAC, VITAL SIGN MON
K801391|Travenol Laboratories, S.A.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/13/1980|07/14/1980|SESE|IM|JZW||IM||Traditional|N||DISC 120 TRANSPORTER
K801392|Texas Medical Products, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||DISPOSABLE SUMP SETS
K801393|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWS||CV||Traditional|N||AIR ASPIRATOR NEEDLE
K801394|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWE||CV||Traditional|N||CARDIOPULMONARY BYPASS PUMP TUBING
K801395|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DXC||CV||Traditional|N||VASCULAR CLAMP
K801396|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||SAPHENOUS VEIN CANNULAE
K801397|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||VENA CAVA CANNULAE
K801398|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||AORTIC AND FEMORAL PERFUSION CANNULAE
K801399|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DTL||CV||Traditional|N||CORONARY PERFUSION CONNECTOR PLUG
K801400|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DTS||CV||Traditional|N||DISPOSABLE SUCKER SYSTEM
K801401|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||CARDIOPULMONARY BYPASS TUBING
K801402|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DTL||CV||Traditional|N||QUICKIE PRIME CARDIOP. BYPASS PERF. INTR
K801403|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DWF||CV||Traditional|N||DISPOSABLE PERFUSION SET
K801404|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DTL||CV||Traditional|N||DISPOSABLE PARALLEL Y CONNECTORS
K801405|Texas Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/13/1980|06/30/1980|SESE|CV|DTL||CV||Traditional|N||DISPOSABLE PERFUSION CONNECTORS
K801406|Advanced Technology Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/28/1980|SESE|RA|IYO||RA||Traditional|N||MARK III ULTRASONIC SCANNING SYSTEM
K801407|Philips Medical Systems (Cleveland), Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/28/1980|SESE|RA|JAK||RA||Traditional|N||SYNERVIEW MODEL 6545
K801408|Philips Medical Systems (Cleveland), Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/28/1980|SESE|RA|IZO||RA||Traditional|N||CINESCOPE III
K801409|Travenol Laboratories, S.A.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/14/1980|SESE|CH|JHI||CH||Traditional|N||GAMMADAB B-HCG RADIOIMMUNOASSAY KIT
K801410|Isolab, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/21/1980|SESE|HE|JPD||HE||Traditional|N||HEMOHLOBIN A2 CONTROL-LYOPHILIZED
K801411|Cooper Medical Devices Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/21/1980|SESE|OP|HMX||OP||Traditional|N||MAY ILLUMINATED/INFUSION PIC
K801413|Amersham Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|07/08/1980|SESE|TX|LCS||TX||Traditional|N||AMERLEX DIGOXIN RIA KIT
K801414|G.D. Searle and Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/16/1980|08/13/1980|SESE|HO|FOZ||HO||Traditional|N||ERYTHROCATH INTRAVENOUS CATHETER PLA. U.
K801415|G.D. Searle and Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/16/1980|08/20/1980|SESE|GU|KOD||GU||Traditional|N||LATEX FOLEY CATHETER (HYDROMER COATED)
K801416|Pacesetter Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|10/31/1980|SESE|CV|DTB||CV||Traditional|N||PACEPATH MODEL 810
K801417|Pacesetter Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1980|10/23/1980|SESE|CV|DTB||CV||Traditional|N||PACEPATH MODEL 819
K801418|Keeler Optical Products , Ltd.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/17/1980|07/21/1980|SESE|OP|HPS||OP||Traditional|N||KEELER AMOILS ACULL CRYO OPHTHALMIC UNIT
K801421|Devon Industries, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/17/1980|07/28/1980|SESE|SU|LDQ||HO||Traditional|N||TUBE HOLDER
K801422|Sandare Chemical Co., Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/17/1980|07/08/1980|SESE|HE|LCP||HE||Traditional|N||SANDARE LYOPHILIZED GLYCOHEMOGLOBIN CLS.
K801423|Remote Technologies, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|08/27/1980|SESE|HO|FLL||HO||Traditional|N||RTM SYSTEM (REMOTE TEMPERATURE MONITOR)
K801424|Squibb & Sons, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/17/1980|07/21/1980|SESE|TX|CGI||CH||Traditional|N||ESTRIOL RIA KIT FOR USE WITH GAMMAFLO
K801425|North American Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|07/14/1980|SESE|HE|KSF||HE||Traditional|N||RH CONTROL
K801426|Miles Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|07/28/1980|SESE|PA|IDL||PA||Traditional|N||TISSUE-TEK III MICROJECT DISP. BLADE SYS
K801427|Miles Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|07/28/1980|SESE|PA|IEO||PA||Traditional|N||TISSUE-TEK III MINI-RAPID PROCESSOR
K801428|American Sterilizer Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|08/13/1980|SESE|HO|JOJ||HO||Traditional|N||CHEMDI
K801429|Fashion, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|07/28/1980|SESE|RA|LEJ||SU||Traditional|N||SUNSATION
K801430|Abco Dealers, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/17/1980|07/08/1980|SESE|HO|FMF||HO||Traditional|N||CONTROL SYRINGE
K801431|Waters Assoc., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1980|08/12/1980|SESE|RA|FMI||HO||Traditional|N||PAN-AM MYELOGRAM TRAY
K801432|J.T. Baker Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1980|07/08/1980|SESE|IM|CZX||IM||Traditional|N||HEMOPEXIN NEPHELOMETRIC ASSAY
K801433|J.T. Baker Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1980|07/08/1980|SESE|IM|DAD||IM||Traditional|N||HAPTOGLOBIN NEPHELOMETRIC ASSAY
K801434|J.T. Baker Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1980|07/08/1980|SESE|IM|DDG||IM||Traditional|N||J.T. BAKER TRANSFERRIN NEPHELOMETRIC ASS
K801435|Akzona, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/19/1980|07/18/1980|SESE|AN|CBT||AN||Traditional|N||ORGANON ARTERIAL BLOOD SAMPLER
K801436|Orthopedic Systems, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/19/1980|06/26/1980|SESE|HO|FYH||SU||Traditional|N||ORTHOPEDIC LOWER EXTREMITY SUSPENSION
K801437|Amt Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/19/1980|07/14/1980|SESE|MI|JTC||MI||Traditional|N||DISPENSING SEROLOGICAL PIPET
K801438|Union Carbide Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/19/1980|07/28/1980|SESE|CH|JQP||CH||Traditional|N||CENTRIFICHEM SYSTEM MANAGER
K801439|Environmental Sciences Assoc., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/21/1980|SESE|TX|LEQ||CH||Traditional|N||MODEL 5100 ELECTROCHEMICAL DETECTOR
K801440|Organon Teknika Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/21/1980|SESE|GU|FKT||GU||Traditional|N||SORB 10 DIALYSATE INFUSATE C1 INFUSATE
K801441|Abbott Laboratories||One Abbott Park Rd.||Abbott Park|IL|US|60064|60064|06/20/1980|08/12/1980|SESE|HO|FRN||HO||Traditional|N||ABBOTT/SHAW LIFE CARE PUMP MODEL 3
K801442|Pudenz-Schulte Medical Research Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/20/1980|07/14/1980|SESE|SU|GCY||SU||Traditional|N||P-S SURGICAL DRAIN
K801443|Pudenz-Schulte Medical Research Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/14/1980|SESE|SU|GCY||SU||Traditional|N||P-S SUCTION RESERVOIR
K801444|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/14/1980|SESE|SU|GDT||SU||Traditional|N||SKIN STAPLE REMOVER #523770
K801445|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/14/1980|SESE|SU|GAG||HO||Traditional|N||SKIN STAPLER HANDLE 523700/CARTRIDGES
K801446|Pfizer Medical Systems, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|07/28/1980|SESE|RA|JAK||RA||Traditional|N||PFIZER PZ-CT SCANNER
K801448|Oticon Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1980|07/21/1980|SESE|EN|ESD||EN||Traditional|N||OTICON MODEL E17P EARETTE HEARING AID
K801449|Health Diagnostics Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1980|07/21/1980|SESE|CH|JJS||CH||Traditional|N||BLOOD GAS CONTROL PROD. NO. BG-1, BG-2
K801450|Intermedics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/20/1980|08/14/1980|SESE|CV|DXY||CV||Traditional|N||INTERMEDICS THIN LITH IV SERIES UNIPOLAR
K801451|Medical, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1980|09/26/1980|SESE|GU|FJG||GU||Traditional|N||ISONEPHROS-PEDIATRIC, STANDARD, OPTIMUM
K801452|Olympus Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/23/1980|07/14/1980|SESE|AN|CCW||AN||Traditional|N||OROTRACHEAL INTUBATION ENDOSCOPE
K801453|Robert W. Slack||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/04/1980|SESE|PM|ION||PM||Traditional|N||FINGER, HAND & WRIST EXERCISER
K801454|General Electric Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|09/16/1980|SESE|RA|IYO||RA||Traditional|N||DATASON RTL
K801455|Pacesetter Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|10/23/1980|SESE|CV|DTB||CV||Traditional|N||LEAD, ENDOCARDIAL, TINED, BIPOLAR, 5MM
K801456|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|10/03/1980|SESE|IM|CFR||CH||Traditional|N||F/LS MCA APPLICATION SOFTWARE
K801457|Medline Industries, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/14/1980|SESE|SU|GAA||SU||Traditional|N||ACCU-CORE DISPOSABLE BIOPSY NEEDLE
K801458|Steridyne Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|HO|FQM||HO||Traditional|N||WINTER HEAD DRESSING
K801459|Nebrensky Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/24/1980|08/20/1980|SESE|NE|GZJ||NE||Traditional|N||ELECTRO-ACUSCOPE-70
K801460|Pacific Hemostasis||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|HE|GGW||HE||Traditional|N||PACIFIC HEMOSTASIS THROMBO-SCREEN KAPTT
K801461|Olympic Medical Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/24/1980|07/28/1980|SESE|HO|FMZ||HO||Traditional|N||THERMA-SHIELD
K801462|Mdt Corp., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|MI|JTQ||MI||Traditional|N||SPOR-O-THERM
K801463|Almore Intl., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/21/1980|SESE|DE|EKQ||DE||Traditional|N||OJ-1 ENDODONIC ROOT CANAL FILE HOLDER
K801465|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|OP|HNR||OP||Traditional|N||GASKIN FRAGMENT FORCEPS(MFG. NON-STERILE
K801466|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|OP|HLN||OP||Traditional|N||LEIGH MEASURING SCALE #7725
K801467|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|OP|HNR||OP||Traditional|N||DODICK LENS HOLDING FORCEPS
K801468|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/12/1980|SESE|EN|KCB||EN||Traditional|N||FRAZIER-FERGUSON SUCTION TUBES
K801469|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|OP|HNQ||OP||Traditional|N||BONN MICRO IRIS HOOK (NON-STERILE) #7613
K801470|Edward Weck, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/14/1980|SESE|SU|FSM||SU||Traditional|N||MICRO CLIP STERILIZING CASE #65199
K801471|Howmedica Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|GU|EXB||GU||Traditional|N||SUPER BANISH DEODORANT
K801473|Difco Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/28/1980|SESE|MI|JTN||MI||Traditional|N||CINOXACIN 100 MCG. SENSITIVITY DISCS
K801474|Difco Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/13/1980|SESE|MI|JTN||MI||Traditional|N||TRIMETHOPRIM 5MCG. SENSITIVITY DISCS
K801475|Syva Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/08/1980|SESE|TX|KLI||CH||Traditional|N||APPLICATION OF EMIT AED ASSAYS
K801476|Syva Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/24/1980|07/08/1980|SESE|TX|KLS||TX||Traditional|N||APPLICATION OF EMIT THEOPHYLLINE ASSAY
K801478|Sorensen Research||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/27/1980|SESE|GU|FIQ||GU||Traditional|N||SSC8 SORENSON SUBCLAVIAN CATHETER
K801479|Gambro, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/27/1980|SESE|GU|KDI||GU||Traditional|N||GAMBRO LUNDIA PLATE HIGH FLUX HEMODIAL-
K801480|Gambro, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/27/1980|SESE|GU|KDI||GU||Traditional|N||GAMBRO LUNDIA MAJOR HIGH FLUX HEMODIALYZ
K801481|Boehringer Mannheim Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|08/20/1980|SESE|CH|JJC||CH||Traditional|N||BMC RIAFLO SYSTEM
K801482|National Patent Development Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/16/1980|07/21/1980|SESE|DE|KIF||DE||Traditional|N||HYDRON ROOT CANAL FILLING MATERIAL
K801483|National Patent Development Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/16/1980|07/21/1980|SESE|DE|EIC||DE||Traditional|N||MARK IV SYRINGE
K801484|National Patent Development Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/16/1980|07/21/1980|SESE|DE|EIC||DE||Traditional|N||ROOT CANAL FILLING APPLICATOR NEEDLES
K801485|Cardio Kinetics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1980|07/08/1980|SESE|CV|DSF||CV||Traditional|N||SERIES 602 CKG RECORDER (MODIFIED)
K801489|Skil-Care Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|07/14/1980|SESE|PM|KNO||PM||Traditional|N||EZ ON SAFETY PONCHO
K801490|M.A. Bioproducts||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|07/14/1980|SESE|TX|LCS||TX||Traditional|N||DIGOXIN EIA KIT
K801491|Microanalytic Research, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|08/13/1980|SESE|IM|JHI||CH||Traditional|N||MRI HCG-BETA RIA KIT CAT. #MR-10100
K801492|Remel Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|08/13/1980|SESE|MI|JTO||MI||Traditional|N||PORPHYRIN (ALA) DISK
K801493|Remel Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|08/13/1980|SESE|MI|JTO||MI||Traditional|N||ALA SWAB
K801495|Medical Graphics Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/26/1980|07/21/1980|SESE|AN|BZM||AN||Traditional|N||CARDIO-PULMONARY EXERCISE STRESS SYSTEM
K801496|Medical Graphics Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|07/21/1980|SESE|AN|BZM||AN||Traditional|N||PULMONARY LAB AUTOMATION SYSTEM
K801497|Medical Graphics Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/26/1980|10/03/1980|SESE|AN|BZC||AN||Traditional|N||INFANT VENTILATORY MEASUREMENT SYSTEM
K801498|Biosearch Medical Products, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/27/1980|07/28/1980|SESE|GU|KNT||GU||Traditional|N||ENTRI NASOGASTRIC FEEDING TUBE
K801499|Syva Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/27/1980|08/13/1980|SESE|CH|JJQ||CH||Traditional|N||AGA UV PHOTOMETER
K801500|Millipore Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/27/1980|08/20/1980|SESE|CH|JRL||CH||Traditional|N||ULTRAFREE CALCIUM FILTER
K801501|The Dow Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/27/1980|09/26/1980|SESE|CH|JIS||CH||Traditional|N||UV URIC ACID STANDARDS
K801503|Hollister, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/27/1980|08/13/1980|SESE|GU|EXB||GU||Traditional|N||HOLLISTER KARAYA SEAL RING
K801504|Hollister, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/27/1980|08/12/1980|SESE|GU|FON||GU||Traditional|N||HOLLISTER DRAINAGE POUCH
K801506|Nobel Scientific Industries, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|07/28/1980|SESE|HE|JCE||PA||Traditional|N||CERTIFIED BLOOD BANK SALINE
K801507|Ortho Diagnostics, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/30/1980|08/20/1980|SESE|MI|GOL||MI||Traditional|N||ANTIGEN CONTROL CELLS
K801508|Siemens Elema AB||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|09/16/1980|SESE|CV|DXY||CV||Traditional|N||SIEMENS-ELEMA PULSE GENERATOR 625
K801509|Technam, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|07/14/1980|SESE|TX|DIW||TX||Traditional|N||HI-M-TEST FOR METHADONE TEST #2
K801511|Howmedica Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|07/28/1980|SESE|GU|KNT||GU||Traditional|N||NASO-GARD NASOGASTRIC TUBE HOLDER
K801512|Mountain Medical Equipment, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|08/20/1980|SESE|RA|IYN||RA||Traditional|N||DOPPLER ULTRASONIC STETHOSCOPE
K801513|Innovative Medical Systems, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|07/28/1980|SESE|PA|IEO||PA||Traditional|N||TISSUE PROCESSING SYSTEM
K801514|Timeter Instrument Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/30/1980|07/14/1980|SESE|AN|BYX||AN||Traditional|N||TIMETER PRODUCED PURRITAN BENNETT O2 ADP
K801515|Abbott Medical Electronics Co.||||Fort Worth|TX|US|||06/30/1980|07/08/1980|SESE|CV|DRT||CV||Traditional|N||ABBY II PATIENT MONITOR OR VITAL SIGNS M
K801516|Pre-Dent System||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|07/14/1980|SESE|HE|KSS||HE||Traditional|N||PRE-DENT SYSTEM MODIFIED
K801517|Wesler||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|07/01/1980|10/10/1980|SESE|HO|FNJ||HO||Traditional|N||BED ROCKING DEVICE
K801518|Span-America Medical Systems, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|08/04/1980|SESE|OP|HKX||OP||Traditional|N||SPAN-AID BRIDGING PILLOW SYSTEM
K801520|Solar Pacific||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|08/20/1980|SESE|RA|LEJ||SU||Traditional|N||SOLAR PACIFIC UVA SUNLAMP DEVICE
K801521|Classic Tan, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|08/20/1980|SESE|RA|LEJ||SU||Traditional|N||CLASSIC TAN TANNING BOOTH
K801522|Sherwood Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|07/28/1980|SESE|GU|KNX||GU||Traditional|N||ARGYLE RIGID URINE MEASURING/COLL. DEV.
K801523|Stanley Aviation Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|07/14/1980|SESE|AN|CAW||AN||Traditional|N||MODEL 379 WXYGEN CONCENTRATOR
K801524|Zest Anchors, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|07/01/1980|07/21/1980|SESE|DE|DZE||DE||Traditional|N||ZEST PLANT
K801525|Zest Anchors, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/01/1980|07/21/1980|SESE|DE|ELS||DE||Traditional|N||ZEST ENDODONTIC STABILIZER
K801526|The Devilbiss Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|07/02/1980|07/21/1980|SESE|AN|BZC||AN||Traditional|N||SURVEYOR I, RESPIRATORY COMPUTER SYSTEM
